sub_disease_name,section_name,parent_disease_name,level
Diabetes with Acute Complications,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Diabetes With Chronic Complications,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Diabetes with Complications,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Diaphoresis,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Dietary Counseling,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Dietary Recommendations,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Disorders Of Metabolism,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Dyslipidemia,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Elevated Carcinoembryonic Antigen,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Fasting Blood Glucose,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Gestational Diabetes Mellitus (Gdm) Or Steroid-Induced Diabetes,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Gland Disorders,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Growth Hormone Deficiency,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Hemochromatosis,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Hyperbilirubinemia,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Hypercholesterolemia,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Hyperglycemia,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Hyperkalemia,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Hyperlipidemia,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Hyperparathyroidism,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Hyperphosphatemia,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Hypertriglyceridemia,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Hypoalbuminemia,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Hypocalcemia,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Hypochloremia,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Hypoglycemia,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Hypokalemia,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Hypokalemic Alkalosis,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Hypomagnesemia,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Hyponatremia,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Hypophosphatemia,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Hypothalamic-Pituitary-Adrenal (Hpa) Axis Suppression,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Hypothyroidism,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Ketoacidosis,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
"Lipidoses, Glycogenosis",ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Malnutrition,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Metabolic Disorder,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Metabolic Disorders,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Metabolic Syndrome,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Mucopolysaccharidosis,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Nutritional Deficiency,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Nutritional Intake Barrier,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Pituitary And Adrenal Gland Disorders,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Prediabetes,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Steroid Induced Diabetes,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Steroid-Induced Diabetes / Drug-Induced Diabetes Mellitus,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Type1 Diabetes Mellitus without Complications,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Type2 Diabetes Mellitus,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Uncontrolled Diabetes,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
Uric Acid Crystalluria,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders",1
"Endocrine, nutritional and metabolic diseases and disorders / Diseases and disorders of the kidney and urinary tract",ProblemsDim,,0
Diabetes Type 1 With Kidney Complications,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders / Diseases and disorders of the kidney and urinary tract",1
Diabetes Type 2 With Kidney Complications,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders / Diseases and disorders of the kidney and urinary tract",1
Diabetes With Microalbuminuria,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders / Diseases and disorders of the kidney and urinary tract",1
Diabetes With Renal Manifestations,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders / Diseases and disorders of the kidney and urinary tract",1
Type1 Diabetes Mellitus without Renal Complications,ProblemsDim,"Endocrine, nutritional and metabolic diseases and disorders / Diseases and disorders of the kidney and urinary tract",1
"Endocrine, nutritional and metabolic diseases/disorders",ProblemsDim,,0
Cushing's Syndrome,ProblemsDim,"Endocrine, nutritional and metabolic diseases/disorders",1
Factors influencing health status and other contacts with health services,ProblemsDim,,0
BMI,ProblemsDim,Factors influencing health status and other contacts with health services,1
Bmi/Overweight/Obesity,ProblemsDim,Factors influencing health status and other contacts with health services,1
Body Mass Index,ProblemsDim,Factors influencing health status and other contacts with health services,1
Body Mass Index (Bmi),ProblemsDim,Factors influencing health status and other contacts with health services,1
Morbid Obesity,ProblemsDim,Factors influencing health status and other contacts with health services,1
Non-Tobacco User,ProblemsDim,Factors influencing health status and other contacts with health services,1
Normal Bmi,ProblemsDim,Factors influencing health status and other contacts with health services,1
Obesity,ProblemsDim,Factors influencing health status and other contacts with health services,1
Overweight,ProblemsDim,Factors influencing health status and other contacts with health services,1
Overweight / Obesity,ProblemsDim,Factors influencing health status and other contacts with health services,1
Underweight,ProblemsDim,Factors influencing health status and other contacts with health services,1
Weight Assessment Counseling For Children And Adolescents,ProblemsDim,Factors influencing health status and other contacts with health services,1
Weight Gain,ProblemsDim,Factors influencing health status and other contacts with health services,1
Weight Loss,ProblemsDim,Factors influencing health status and other contacts with health services,1
Human immunodeficiency virus infections,ProblemsDim,,0
Aids,ProblemsDim,Human immunodeficiency virus infections,1
HIV,ProblemsDim,Human immunodeficiency virus infections,1
HIV (Type 2),ProblemsDim,Human immunodeficiency virus infections,1
HIV Behavior,ProblemsDim,Human immunodeficiency virus infections,1
HIV/ Aids,ProblemsDim,Human immunodeficiency virus infections,1
HIV/Aids,ProblemsDim,Human immunodeficiency virus infections,1
"HIVs, Aids",ProblemsDim,Human immunodeficiency virus infections,1
Human Immunodeficiency Virus,ProblemsDim,Human immunodeficiency virus infections,1
Opportunistic Infections,ProblemsDim,Human immunodeficiency virus infections,1
"Infectious and parasitic diseases, systemic or unspecified sites",ProblemsDim,,0
Abscess,ProblemsDim,"Infectious and parasitic diseases, systemic or unspecified sites",1
Anaplasmosis,ProblemsDim,"Infectious and parasitic diseases, systemic or unspecified sites",1
Arthritis/ Arthropathy,ProblemsDim,"Infectious and parasitic diseases, systemic or unspecified sites",1
Aspergillosis,ProblemsDim,"Infectious and parasitic diseases, systemic or unspecified sites",1
Babesiosis,ProblemsDim,"Infectious and parasitic diseases, systemic or unspecified sites",1
Bacteremia,ProblemsDim,"Infectious and parasitic diseases, systemic or unspecified sites",1
Bacterial Infection,ProblemsDim,"Infectious and parasitic diseases, systemic or unspecified sites",1
Bacterial Infectious Agent,ProblemsDim,"Infectious and parasitic diseases, systemic or unspecified sites",1
Botulism,ProblemsDim,"Infectious and parasitic diseases, systemic or unspecified sites",1
Candida Auris Infection,ProblemsDim,"Infectious and parasitic diseases, systemic or unspecified sites",1
Candidal Infection,ProblemsDim,"Infectious and parasitic diseases, systemic or unspecified sites",1
Cerebral Ischemia Infarction,ProblemsDim,"Infectious and parasitic diseases, systemic or unspecified sites",1
Chancoid,ProblemsDim,"Infectious and parasitic diseases, systemic or unspecified sites",1
Chlamydia,ProblemsDim,"Infectious and parasitic diseases, systemic or unspecified sites",1
Chlamydia Trachomatis Infection,ProblemsDim,"Infectious and parasitic diseases, systemic or unspecified sites",1
COVID19,ProblemsDim,"Infectious and parasitic diseases, systemic or unspecified sites",1
COVID19 CONFIRM CASE,ProblemsDim,"Infectious and parasitic diseases, systemic or unspecified sites",1
COVID19 Cough,ProblemsDim,"Infectious and parasitic diseases, systemic or unspecified sites",1
COVID19 Fever,ProblemsDim,"Infectious and parasitic diseases, systemic or unspecified sites",1
COVID19 Infection,ProblemsDim,"Infectious and parasitic diseases, systemic or unspecified sites",1
COVID19 RESPDIS,ProblemsDim,"Infectious and parasitic diseases, systemic or unspecified sites",1
COVID19 Respiratory Illness,ProblemsDim,"Infectious and parasitic diseases, systemic or unspecified sites",1
COVID19 Symptoms,ProblemsDim,"Infectious and parasitic diseases, systemic or unspecified sites",1
Cryptosporidiosis,ProblemsDim,"Infectious and parasitic diseases, systemic or unspecified sites",1
Cyclosporiasis,ProblemsDim,"Infectious and parasitic diseases, systemic or unspecified sites",1
Dengue,ProblemsDim,"Infectious and parasitic diseases, systemic or unspecified sites",1
Diphtheria,ProblemsDim,"Infectious and parasitic diseases, systemic or unspecified sites",1
Ehrlichiosis,ProblemsDim,"Infectious and parasitic diseases, systemic or unspecified sites",1
Epstein-Barr Virus Disease,ProblemsDim,"Infectious and parasitic diseases, systemic or unspecified sites",1
Epstein-Barr Virus Infection,ProblemsDim,"Infectious and parasitic diseases, systemic or unspecified sites",1
Fistula,ProblemsDim,"Infectious and parasitic diseases, systemic or unspecified sites",1
Fungal Infection,ProblemsDim,"Infectious and parasitic diseases, systemic or unspecified sites",1
Gastrointestinal System,ProblemsDim,"Infectious and parasitic diseases, systemic or unspecified sites",1
Gonococcal Infections,ProblemsDim,"Infectious and parasitic diseases, systemic or unspecified sites",1
Gonorrhea,ProblemsDim,"Infectious and parasitic diseases, systemic or unspecified sites",1
Haemophilus Influenzae Disease,ProblemsDim,"Infectious and parasitic diseases, systemic or unspecified sites",1
Herpes Simplex Infection,ProblemsDim,"Infectious and parasitic diseases, systemic or unspecified sites",1
Herpes Zoster,ProblemsDim,"Infectious and parasitic diseases, systemic or unspecified sites",1
Infection,ProblemsDim,"Infectious and parasitic diseases, systemic or unspecified sites",1
Infections,ProblemsDim,"Infectious and parasitic diseases, systemic or unspecified sites",1
Infectious Disease And Sexually Transmitted Diseases,ProblemsDim,"Infectious and parasitic diseases, systemic or unspecified sites",1
Infectious Diseases,ProblemsDim,"Infectious and parasitic diseases, systemic or unspecified sites",1
Lyme Disease,ProblemsDim,"Infectious and parasitic diseases, systemic or unspecified sites",1
Measles,ProblemsDim,"Infectious and parasitic diseases, systemic or unspecified sites",1
Meningitis,ProblemsDim,"Infectious and parasitic diseases, systemic or unspecified sites",1
Meningococcal Disease,ProblemsDim,"Infectious and parasitic diseases, systemic or unspecified sites",1
Mumps,ProblemsDim,"Infectious and parasitic diseases, systemic or unspecified sites",1
Opportunistic Infection,ProblemsDim,"Infectious and parasitic diseases, systemic or unspecified sites",1
Opportunistic Infections,ProblemsDim,"Infectious and parasitic diseases, systemic or unspecified sites",1
Pneumatosis Cystoides,ProblemsDim,"Infectious and parasitic diseases, systemic or unspecified sites",1
Pneumocystis,ProblemsDim,"Infectious and parasitic diseases, systemic or unspecified sites",1
Rabies,ProblemsDim,"Infectious and parasitic diseases, systemic or unspecified sites",1
Respiratory Disease,ProblemsDim,"Infectious and parasitic diseases, systemic or unspecified sites",1
Rubella,ProblemsDim,"Infectious and parasitic diseases, systemic or unspecified sites",1
Sacroiliitis,ProblemsDim,"Infectious and parasitic diseases, systemic or unspecified sites",1
Sarcoidosis,ProblemsDim,"Infectious and parasitic diseases, systemic or unspecified sites",1
Sepsis,ProblemsDim,"Infectious and parasitic diseases, systemic or unspecified sites",1
"Septicemia, Sepsis, Sris",ProblemsDim,"Infectious and parasitic diseases, systemic or unspecified sites",1
Sexual Transmitted Infection,ProblemsDim,"Infectious and parasitic diseases, systemic or unspecified sites",1
Sexually Transmitted Infection (STI) /Papillomavirus Infection,ProblemsDim,"Infectious and parasitic diseases, systemic or unspecified sites",1
Shingles,ProblemsDim,"Infectious and parasitic diseases, systemic or unspecified sites",1
Syphilis,ProblemsDim,"Infectious and parasitic diseases, systemic or unspecified sites",1
Typhoid,ProblemsDim,"Infectious and parasitic diseases, systemic or unspecified sites",1
Varicella-Zoster Infection,ProblemsDim,"Infectious and parasitic diseases, systemic or unspecified sites",1
Varicella-Zoster Virus (Vzv),ProblemsDim,"Infectious and parasitic diseases, systemic or unspecified sites",1
Varicella-Zoster Virus Infection,ProblemsDim,"Infectious and parasitic diseases, systemic or unspecified sites",1
Viral Disease,ProblemsDim,"Infectious and parasitic diseases, systemic or unspecified sites",1
Viral Meningitis,ProblemsDim,"Infectious and parasitic diseases, systemic or unspecified sites",1
Wound Infection,ProblemsDim,"Infectious and parasitic diseases, systemic or unspecified sites",1
"Injuries, poisonings and toxic effects of drugs",ProblemsDim,,0
Accidental Puncture Laceration,ProblemsDim,"Injuries, poisonings and toxic effects of drugs",1
Chest Trauma,ProblemsDim,"Injuries, poisonings and toxic effects of drugs",1
Falling Injury,ProblemsDim,"Injuries, poisonings and toxic effects of drugs",1
Head Injury,ProblemsDim,"Injuries, poisonings and toxic effects of drugs",1
Minor Blunt Head Trauma,ProblemsDim,"Injuries, poisonings and toxic effects of drugs",1
Poisoning,ProblemsDim,"Injuries, poisonings and toxic effects of drugs",1
Poisoning By Drugs,ProblemsDim,"Injuries, poisonings and toxic effects of drugs",1
Trauma,ProblemsDim,"Injuries, poisonings and toxic effects of drugs",1
"Trauma, Injury",ProblemsDim,"Injuries, poisonings and toxic effects of drugs",1
Tumor Lysis Syndrome (Tls),ProblemsDim,"Injuries, poisonings and toxic effects of drugs",1
Mental diseases and disorders,ProblemsDim,,0
Aggressive Behaviour,ProblemsDim,Mental diseases and disorders,1
Agitation,ProblemsDim,Mental diseases and disorders,1
Anorexia,ProblemsDim,Mental diseases and disorders,1
Anorexia Bulimia,ProblemsDim,Mental diseases and disorders,1
Anorexia Nervosa,ProblemsDim,Mental diseases and disorders,1
Anxiety,ProblemsDim,Mental diseases and disorders,1
Appetite Loss,ProblemsDim,Mental diseases and disorders,1
Attention Deficit Disorder (ADD),ProblemsDim,Mental diseases and disorders,1
Attention Deficit Hyperactivity Disorder,ProblemsDim,Mental diseases and disorders,1
Autism,ProblemsDim,Mental diseases and disorders,1
Autism And Related Disorder,ProblemsDim,Mental diseases and disorders,1
Autism Spectrum Disorders (Asd),ProblemsDim,Mental diseases and disorders,1
Bipolar And Unipolar Depression,ProblemsDim,Mental diseases and disorders,1
Bipolar Disorder,ProblemsDim,Mental diseases and disorders,1
Bipolar Disorder/Unipolar Disorder,ProblemsDim,Mental diseases and disorders,1
Bipolar Disorder/Unipolar Disorder/Depression,ProblemsDim,Mental diseases and disorders,1
Bulimia Nervosa,ProblemsDim,Mental diseases and disorders,1
Catatonic Behaviour,ProblemsDim,Mental diseases and disorders,1
Delirium And Other Psychoses,ProblemsDim,Mental diseases and disorders,1
Delusion,ProblemsDim,Mental diseases and disorders,1
Delusional Disorder,ProblemsDim,Mental diseases and disorders,1
Dementia,ProblemsDim,Mental diseases and disorders,1
Demoralization And Apathy,ProblemsDim,Mental diseases and disorders,1
Depression,ProblemsDim,Mental diseases and disorders,1
"Depression, Dysthymia",ProblemsDim,Mental diseases and disorders,1
"Depression, Paranoid Disorder",ProblemsDim,Mental diseases and disorders,1
Diminished Emotions,ProblemsDim,Mental diseases and disorders,1
Dysthymia,ProblemsDim,Mental diseases and disorders,1
Dysthymic Disorder,ProblemsDim,Mental diseases and disorders,1
Eating Disorder,ProblemsDim,Mental diseases and disorders,1
Euphoria,ProblemsDim,Mental diseases and disorders,1
Excessive Daytime Sleepiness (Eds),ProblemsDim,Mental diseases and disorders,1
Feeling Irritable,ProblemsDim,Mental diseases and disorders,1
Generalized Anxiety Disorder,ProblemsDim,Mental diseases and disorders,1
Hallucination,ProblemsDim,Mental diseases and disorders,1
Impulse Control Disorder,ProblemsDim,Mental diseases and disorders,1
Insomnia,ProblemsDim,Mental diseases and disorders,1
Intentional Self Harm,ProblemsDim,Mental diseases and disorders,1
Irritation,ProblemsDim,Mental diseases and disorders,1
Major Depressive Disorder (Mdd),ProblemsDim,Mental diseases and disorders,1
Mania,ProblemsDim,Mental diseases and disorders,1
Mental And Behavioral Disorder,ProblemsDim,Mental diseases and disorders,1
Mental Health,ProblemsDim,Mental diseases and disorders,1
Mental Illness,ProblemsDim,Mental diseases and disorders,1
Mental State Disorder,ProblemsDim,Mental diseases and disorders,1
Mood Disorders,ProblemsDim,Mental diseases and disorders,1
Mood Swings,ProblemsDim,Mental diseases and disorders,1
Narcolepsy,ProblemsDim,Mental diseases and disorders,1
Nervosa,ProblemsDim,Mental diseases and disorders,1
Oculomotor Disorders/Ocular Motor Dysfunction,ProblemsDim,Mental diseases and disorders,1
Overeating,ProblemsDim,Mental diseases and disorders,1
Personality Disorder,ProblemsDim,Mental diseases and disorders,1
Personality Disorders,ProblemsDim,Mental diseases and disorders,1
Psychosis,ProblemsDim,Mental diseases and disorders,1
Psychosis/Schizophrenia/Bipolar Disorder,ProblemsDim,Mental diseases and disorders,1
Psychotic Disorders,ProblemsDim,Mental diseases and disorders,1
Reactive Unspecified Psychosis,ProblemsDim,Mental diseases and disorders,1
Relaxation And Sleep Therapy,ProblemsDim,Mental diseases and disorders,1
Schizophrenia,ProblemsDim,Mental diseases and disorders,1
Sleep Apnea,ProblemsDim,Mental diseases and disorders,1
Sleep Behavior Disorder,ProblemsDim,Mental diseases and disorders,1
Sleep Disorder,ProblemsDim,Mental diseases and disorders,1
Sleep Studies,ProblemsDim,Mental diseases and disorders,1
Somnolence,ProblemsDim,Mental diseases and disorders,1
Stress Disorder,ProblemsDim,Mental diseases and disorders,1
"Wandering, In Disease",ProblemsDim,Mental diseases and disorders,1
Mental diseases and disorders / Diseases and disorders of the nervous system,ProblemsDim,,0
Developmental Delay,ProblemsDim,Mental diseases and disorders / Diseases and disorders of the nervous system,1
Mental Behaviour Disorder,ProblemsDim,Mental diseases and disorders / Diseases and disorders of the nervous system,1
Neurodevelopmental Disorder,ProblemsDim,Mental diseases and disorders / Diseases and disorders of the nervous system,1
Pervasive Developmental Disorder,ProblemsDim,Mental diseases and disorders / Diseases and disorders of the nervous system,1
"Myeloproliferative diseases and disorders, poorly differentiated neoplasms",ProblemsDim,,0
Myelodysplastic Syndrome (Mds),ProblemsDim,"Myeloproliferative diseases and disorders, poorly differentiated neoplasms",1
Newborns and other neonates with conditions originating in perinatal period,ProblemsDim,,0
Arteriovenous Malformations,ProblemsDim,Newborns and other neonates with conditions originating in perinatal period,1
Autosomal Deletion Syndrome,ProblemsDim,Newborns and other neonates with conditions originating in perinatal period,1
Chromosomal Anomalies,ProblemsDim,Newborns and other neonates with conditions originating in perinatal period,1
Cleft Palate,ProblemsDim,Newborns and other neonates with conditions originating in perinatal period,1
Congenital Anomalies,ProblemsDim,Newborns and other neonates with conditions originating in perinatal period,1
Congenital Disorders,ProblemsDim,Newborns and other neonates with conditions originating in perinatal period,1
Congenital Syphilis,ProblemsDim,Newborns and other neonates with conditions originating in perinatal period,1
Down Syndrome,ProblemsDim,Newborns and other neonates with conditions originating in perinatal period,1
Genetic Diseases,ProblemsDim,Newborns and other neonates with conditions originating in perinatal period,1
Neonatal Disorder,ProblemsDim,Newborns and other neonates with conditions originating in perinatal period,1
Newborn,ProblemsDim,Newborns and other neonates with conditions originating in perinatal period,1
Newborn Weight,ProblemsDim,Newborns and other neonates with conditions originating in perinatal period,1
"Pregnancy, childbirth and the puerperium",ProblemsDim,,0
Abortion Complicated By Shock,ProblemsDim,"Pregnancy, childbirth and the puerperium",1
Abortion Related Shock,ProblemsDim,"Pregnancy, childbirth and the puerperium",1
Atypical Pregnancy Situations,ProblemsDim,"Pregnancy, childbirth and the puerperium",1
Birth Related Problems,ProblemsDim,"Pregnancy, childbirth and the puerperium",1
Complication Of Pregnancy,ProblemsDim,"Pregnancy, childbirth and the puerperium",1
Complications Of Pregnancy,ProblemsDim,"Pregnancy, childbirth and the puerperium",1
Delivery,ProblemsDim,"Pregnancy, childbirth and the puerperium",1
Ectopic Pregnancy,ProblemsDim,"Pregnancy, childbirth and the puerperium",1
Embolism In Obstetrics And Gynecology,ProblemsDim,"Pregnancy, childbirth and the puerperium",1
Follow-Up Visit In Case Of Preterm Premature Rupture Of Membranes (Pprom) Complicated Deliveries,ProblemsDim,"Pregnancy, childbirth and the puerperium",1
Gestational Diabetes Mellitus,ProblemsDim,"Pregnancy, childbirth and the puerperium",1
Gestational Hypertension,ProblemsDim,"Pregnancy, childbirth and the puerperium",1
Gestational Sac Absent,ProblemsDim,"Pregnancy, childbirth and the puerperium",1
Hellp Syndrome,ProblemsDim,"Pregnancy, childbirth and the puerperium",1
Live Birth / Outcome Of Delivery,ProblemsDim,"Pregnancy, childbirth and the puerperium",1
Live Birth Or Delivery,ProblemsDim,"Pregnancy, childbirth and the puerperium",1
Miscarriage,ProblemsDim,"Pregnancy, childbirth and the puerperium",1
Miscarriage Complications,ProblemsDim,"Pregnancy, childbirth and the puerperium",1
Multigravida/Pregnancy,ProblemsDim,"Pregnancy, childbirth and the puerperium",1
Multiple Births,ProblemsDim,"Pregnancy, childbirth and the puerperium",1
Multiple Pregnancies,ProblemsDim,"Pregnancy, childbirth and the puerperium",1
Non Live Birth,ProblemsDim,"Pregnancy, childbirth and the puerperium",1
Non-Live Births / Complications Of Pregnancy Termination,ProblemsDim,"Pregnancy, childbirth and the puerperium",1
Obstetric And Gynecological Encounters,ProblemsDim,"Pregnancy, childbirth and the puerperium",1
Obstetric Trauma,ProblemsDim,"Pregnancy, childbirth and the puerperium",1
Ppc (Perinatal Periods Of Care) Live Births,ProblemsDim,"Pregnancy, childbirth and the puerperium",1
Pre Eclampsia,ProblemsDim,"Pregnancy, childbirth and the puerperium",1
Pregnancy,ProblemsDim,"Pregnancy, childbirth and the puerperium",1
Pregnancy And Childbirth Complications,ProblemsDim,"Pregnancy, childbirth and the puerperium",1
Pregnancy Circumstances And Planning,ProblemsDim,"Pregnancy, childbirth and the puerperium",1
Pregnancy Complication,ProblemsDim,"Pregnancy, childbirth and the puerperium",1
Pregnancy Complications,ProblemsDim,"Pregnancy, childbirth and the puerperium",1
Pregnancy Diagnosis,ProblemsDim,"Pregnancy, childbirth and the puerperium",1
Pregnancy Related Conditions,ProblemsDim,"Pregnancy, childbirth and the puerperium",1
Pregnancy-Related Complications,ProblemsDim,"Pregnancy, childbirth and the puerperium",1
Pregnancy-Related Complications/Live Birth,ProblemsDim,"Pregnancy, childbirth and the puerperium",1
Prenatal Bundled Services,ProblemsDim,"Pregnancy, childbirth and the puerperium",1
Preterm Premature Rupture Of Membranes (Pprom) Complicated Deliveries,ProblemsDim,"Pregnancy, childbirth and the puerperium",1
Preterm Premature Rupture Of Membranes (Pprom) Complicated Deliveries/Miscarriage,ProblemsDim,"Pregnancy, childbirth and the puerperium",1
Primigravida,ProblemsDim,"Pregnancy, childbirth and the puerperium",1
"Pulmonary Embolism, Abortion",ProblemsDim,"Pregnancy, childbirth and the puerperium",1
Reproductive Health Care,ProblemsDim,"Pregnancy, childbirth and the puerperium",1
Respiratory Disease,ProblemsDim,"Pregnancy, childbirth and the puerperium",1
Varied Pregnancy Presentations,ProblemsDim,"Pregnancy, childbirth and the puerperium",1
Surgery,ProceduresDim,,0
Cardiac Surgery,ProceduresDim,Surgery,1
Coronary bypass with chest & donor incisions,ProceduresDim,Cardiac Surgery,2
Coronary bypass graft with chest incision,ProceduresDim,Cardiac Surgery,2
Carotid endarterectomy,ProceduresDim,Cardiac Surgery,2
Heart transplant,ProceduresDim,Cardiac Surgery,2
Pacemaker surgery,ProceduresDim,Cardiac Surgery,2
General Surgery,ProceduresDim,Surgery,1
Appendix surgery,ProceduresDim,General Surgery,2
"Bile duct, liver or pancreatic surgery",ProceduresDim,General Surgery,2
Breast surgery,ProceduresDim,General Surgery,2
Gallbladder surgery,ProceduresDim,General Surgery,2
Colon surgery,ProceduresDim,General Surgery,2
Gastric surgery,ProceduresDim,General Surgery,2
Herniorrhaphy,ProceduresDim,General Surgery,2
Liver transplant,ProceduresDim,General Surgery,2
Rectal surgery,ProceduresDim,General Surgery,2
Small bowel surgery,ProceduresDim,General Surgery,2
Spleen surgery,ProceduresDim,General Surgery,2
Thyroid and/or parathyroid surgery,ProceduresDim,General Surgery,2
Exploratory laparotomy,ProceduresDim,General Surgery,2
Gynecological Surgery,ProceduresDim,Surgery,1
Cesarean section,ProceduresDim,Gynecological Surgery,2
Abdominal hysterectomy,ProceduresDim,Gynecological Surgery,2
Ovarian surgery,ProceduresDim,Gynecological Surgery,2
Vaginal hysterectomy,ProceduresDim,Gynecological Surgery,2
Neck surgery,ProceduresDim,Surgery,1
Neurosurgery,ProceduresDim,Surgery,1
Craniotomy,ProceduresDim,Neurosurgery,2
Spinal fusion,ProceduresDim,Neurosurgery,2
Laminectomy,ProceduresDim,Neurosurgery,2
Ventricular shunt,ProceduresDim,Neurosurgery,2
Orthopedic Surgery,ProceduresDim,Surgery,1
Limb amputation,ProceduresDim,Orthopedic Surgery,2
Open reduction of fracture,ProceduresDim,Orthopedic Surgery,2
Hip prosthesis,ProceduresDim,Orthopedic Surgery,2
Knee prosthesis,ProceduresDim,Orthopedic Surgery,2
Thoracic Surgery,ProceduresDim,Surgery,1
Thoracic surgery,ProceduresDim,Thoracic Surgery,2
Urological Surgery,ProceduresDim,Surgery,1
Kidney transplant,ProceduresDim,Urological Surgery,2
Kidney surgery,ProceduresDim,Urological Surgery,2
Prostate surgery,ProceduresDim,Urological Surgery,2
Vascular Surgery,ProceduresDim,Surgery,1
Abdominal aortic aneurysm repair,ProceduresDim,Vascular Surgery,2
AV shunt for dialysis,ProceduresDim,Vascular Surgery,2
Peripheral vascular bypass surgery,ProceduresDim,Vascular Surgery,2
Vital Signs,VitalSignDim,,0
BMI,VitalSignDim,Vital Signs,1
Height,VitalSignDim,Vital Signs,1
Temperature,VitalSignDim,Vital Signs,1
Head Circumference,VitalSignDim,Vital Signs,1
Blood Pressure,VitalSignDim,Vital Signs,1
Diastolic Blood Pressure,VitalSignDim,Blood Pressure,2
Systolic Blood Pressure,VitalSignDim,Blood Pressure,2
Pulse Oximetry,VitalSignDim,Vital Signs,1
