"sub_disease_name","section_name"
HCC v24_ 11,ProblemsDim
HCC v28_ 21,ProblemsDim
HHS 11,ProblemsDim
HCC v24_ 9,ProblemsDim
HCC v28_ 20,ProblemsDim
HHS 9,ProblemsDim
HCC v28_ 22,ProblemsDim
HHS 10,ProblemsDim
HCC v24_ 10,ProblemsDim
HCC v24_ 12,ProblemsDim
HCC v28_ 23,ProblemsDim
HHS 13,ProblemsDim
HCC v28_ 19,ProblemsDim
HHS 12,ProblemsDim
Acute Gout,ProblemsDim
HCC v24_ 8,ProblemsDim
HCC v28_ 18,ProblemsDim
HHS 8,ProblemsDim
HCC v28_ 17,ProblemsDim
Birth Related Problems,ProblemsDim
Heart Murmur,ProblemsDim
Fenoprofen,PatientMedicationDim
Fasciitis,ProblemsDim
Hip Pelvic Fracture,ProblemsDim
HCC v24_ 48,ProblemsDim
HHS 75,ProblemsDim
Bleeding Disorder,ProblemsDim
HCC v24_ 46,ProblemsDim
HHS 67,ProblemsDim
HCC v28_ 108,ProblemsDim
HHS 71,ProblemsDim
HCC v28_ 107,ProblemsDim
HHS 70,ProblemsDim
HCC v24_ 47,ProblemsDim
Immunosuppressive Therapy,ProblemsDim
Candida Auris Infection,ProblemsDim
"Trauma, Injury",ProblemsDim
Hemorrhagic Cystitis,ProblemsDim
Flurbiprofen,PatientMedicationDim
Urinary Tract Infection (Uti),ProblemsDim
Acute Kidney Failure,ProblemsDim
Chronic Kidney Disease 4,ProblemsDim
Renal Disease,ProblemsDim
HHS 69,ProblemsDim
HCC v28_ 109,ProblemsDim
HHS 68,ProblemsDim
HCC v28_ 111,ProblemsDim
HHS 66,ProblemsDim
HCC v28_ 112,ProblemsDim
HCC v28_ 115,ProblemsDim
HHS 74,ProblemsDim
HCC v28_ 114,ProblemsDim
HHS 73,ProblemsDim
HHS 29,ProblemsDim
HCC v28_ 387,ProblemsDim
HCC v24_ 75,ProblemsDim
HHS 115,ProblemsDim
HCC v28_ 93,ProblemsDim
HCC v28_ 454,ProblemsDim
HHS 251,ProblemsDim
Major joint replacement of upper extremity,ProblemsDim
HCC v28_ 202,ProblemsDim
HCC v24_ 17,ProblemsDim
HCC v28_ 36,ProblemsDim
HHS 19,ProblemsDim
HCC v24_ 18,ProblemsDim
HCC v28_ 37,ProblemsDim
HHS 20,ProblemsDim
HCC v28_ 298,ProblemsDim
HCC v24_ 122,ProblemsDim
HCC v24_ 108,ProblemsDim
HCC v24_ 161,ProblemsDim
HCC v28_ 383,ProblemsDim
HCC v28_ 38,ProblemsDim
HHS 21,ProblemsDim
HCC v24_ 19,ProblemsDim
Vaginal Stenosis,ProblemsDim
Ectopic Pregnancy,ProblemsDim
Miscarriage,ProblemsDim
Miscarriage Complications,ProblemsDim
Abortion Related Shock,ProblemsDim
Gestational Hypertension,ProblemsDim
Pre Eclampsia,ProblemsDim
HCC v24_ 21,ProblemsDim
HCC v28_ 51,ProblemsDim
HHS 23,ProblemsDim
HCC v24_ 22,ProblemsDim
HCC v28_ 48,ProblemsDim
HHS 28,ProblemsDim
HCC v28_ 50,ProblemsDim
HHS 27,ProblemsDim
HCC v28_ 49,ProblemsDim
HHS 119,ProblemsDim
HHS 26,ProblemsDim
HHS 97,ProblemsDim
HCC v24_ 110,ProblemsDim
HCC v28_ 277,ProblemsDim
HHS 159,ProblemsDim
HCC v24_ 51,ProblemsDim
HCC v28_ 126,ProblemsDim
HCC v28_ 125,ProblemsDim
Hellp Syndrome,ProblemsDim
HCC v24_ 55,ProblemsDim
HCC v28_ 139,ProblemsDim
HHS 84,ProblemsDim
HCC v24_ 54,ProblemsDim
HCC v28_ 136,ProblemsDim
HHS 83,ProblemsDim
HCC v24_ 56,ProblemsDim
HCC v28_ 138,ProblemsDim
HCC v28_ 137,ProblemsDim
HHS 82,ProblemsDim
HCC v28_ 135,ProblemsDim
HHS 81,ProblemsDim
HCC v24_ 57,ProblemsDim
HCC v28_ 151,ProblemsDim
HHS 87.1,ProblemsDim
HCC v24_ 60,ProblemsDim
HCC v28_ 153,ProblemsDim
HHS 90,ProblemsDim
HCC v24_ 59,ProblemsDim
HCC v28_ 152,ProblemsDim
HHS 87.2,ProblemsDim
HCC v24_ 58,ProblemsDim
HCC v28_ 154,ProblemsDim
HHS 88,ProblemsDim
HCC v28_ 155,ProblemsDim
HHS 94,ProblemsDim
HHS 102,ProblemsDim
HHS 103,ProblemsDim
HCC v24_ 78,ProblemsDim
HCC v28_ 200,ProblemsDim
HCC v28_ 190,ProblemsDim
HHS 111,ProblemsDim
HCC v24_ 73,ProblemsDim
HCC v28_ 199,ProblemsDim
HCC v24_ 77,ProblemsDim
HCC v28_ 198,ProblemsDim
HHS 118,ProblemsDim
HCC v24_ 79,ProblemsDim
HCC v28_ 201,ProblemsDim
HHS 120,ProblemsDim
HHS 123,ProblemsDim
HCC v24_ 189,ProblemsDim
HCC v28_ 409,ProblemsDim
HHS 254,ProblemsDim
HCC v28_ 193,ProblemsDim
HCC v28_ 196,ProblemsDim
HCC v28_ 195,ProblemsDim
HCC v24_ 76,ProblemsDim
HCC v28_ 197,ProblemsDim
HHS 117,ProblemsDim
HCC v24_ 74,ProblemsDim
HCC v28_ 191,ProblemsDim
HHS 112,ProblemsDim
HCC v28_ 192,ProblemsDim
HHS 113,ProblemsDim
HCC v24_ 103,ProblemsDim
HCC v28_ 253,ProblemsDim
HHS 150,ProblemsDim
HCC v24_ 71,ProblemsDim
HCC v28_ 181,ProblemsDim
HHS 109,ProblemsDim
HCC v24_ 70,ProblemsDim
HCC v28_ 180,ProblemsDim
HHS 107,ProblemsDim
HCC v24_ 104,ProblemsDim
HCC v28_ 254,ProblemsDim
HHS 151,ProblemsDim
HHS 122,ProblemsDim
HHS 114,ProblemsDim
HHS 121,ProblemsDim
HCC v24_ 80,ProblemsDim
HCC v24_ 124,ProblemsDim
HCC v28_ 300,ProblemsDim
HHS 174,ProblemsDim
HCC v28_ 226,ProblemsDim
HCC v24_ 136,ProblemsDim
HCC v28_ 326,ProblemsDim
HHS 187,ProblemsDim
HCC v24_ 87,ProblemsDim
HCC v28_ 229,ProblemsDim
HHS 132,ProblemsDim
HCC v24_ 88,ProblemsDim
HCC v24_ 86,ProblemsDim
HCC v28_ 228,ProblemsDim
HHS 131,ProblemsDim
HCC v28_ 238,ProblemsDim
HCC v24_ 107,ProblemsDim
HCC v28_ 267,ProblemsDim
HHS 156,ProblemsDim
HCC v24_ 96,ProblemsDim
HHS 142,ProblemsDim
HCC v24_ 84,ProblemsDim
HCC v28_ 213,ProblemsDim
HHS 127,ProblemsDim
HCC v28_ 225,ProblemsDim
HCC v28_ 224,ProblemsDim
HCC v28_ 222,ProblemsDim
HCC v24_ 99,ProblemsDim
HCC v28_ 248,ProblemsDim
HHS 145,ProblemsDim
HCC v24_ 100,ProblemsDim
HCC v28_ 249,ProblemsDim
HHS 146,ProblemsDim
HHS 154,ProblemsDim
HCC v28_ 264,ProblemsDim
HCC v24_ 40,ProblemsDim
HHS 217,ProblemsDim
HCC v24_ 27,ProblemsDim
HCC v28_ 63,ProblemsDim
HHS 35.2,ProblemsDim
HCC v24_ 111,ProblemsDim
HHS 160,ProblemsDim
HHS 161.1,ProblemsDim
HHS 161.2,ProblemsDim
HCC v28_ 279,ProblemsDim
HCC v24_ 186,ProblemsDim
HCC v28_ 276,ProblemsDim
HCC v28_ 278,ProblemsDim
HCC v24_ 82,ProblemsDim
HCC v28_ 211,ProblemsDim
HHS 125,ProblemsDim
HHS 45,ProblemsDim
HCC v24_ 35,ProblemsDim
HCC v28_ 80,ProblemsDim
HHS 48,ProblemsDim
Moderate To Severe Left Ventricular Systolic Dysfunction (LSVD),ProblemsDim
Liver Transplant Complications,ProblemsDim
Hemopoietic Cell Transplant,ProblemsDim
Pancreas Transplant,ProblemsDim
Sexual Transmitted Infection,ProblemsDim
Leukoencephalopathy,ProblemsDim
HCC v28_ 81,ProblemsDim
HCC v24_ 28,ProblemsDim
HCC v28_ 64,ProblemsDim
HHS 36,ProblemsDim
HCC v28_ 68,ProblemsDim
HCC v24_ 34,ProblemsDim
HCC v28_ 79,ProblemsDim
HHS 46,ProblemsDim
HCC v24_ 188,ProblemsDim
HCC v28_ 463,ProblemsDim
HHS 253,ProblemsDim
HHS 219,ProblemsDim
HCC v24_ 162,ProblemsDim
HHS 56,ProblemsDim
HCC v24_ 158,ProblemsDim
HCC v28_ 381,ProblemsDim
HCC v24_ 159,ProblemsDim
HCC v28_ 382,ProblemsDim
HCC v24_ 157,ProblemsDim
HCC v28_ 379,ProblemsDim
HCC v28_ 380,ProblemsDim
HIV/ Aids,ProblemsDim
COVID19 Infection,ProblemsDim
Bacterial Infectious Agent,ProblemsDim
Intentional Self Harm,ProblemsDim
Burns And Frostbite,ProblemsDim
Burn,ProblemsDim
Severe Burn,ProblemsDim
Poisoning,ProblemsDim
Poisoning By Drugs,ProblemsDim
HCC v28_ 94,ProblemsDim
HHS 57,ProblemsDim
HHS 62,ProblemsDim
HCC v24_ 169,ProblemsDim
HCC v28_ 401,ProblemsDim
HHS 228,ProblemsDim
HHS 54,ProblemsDim
HCC v24_ 170,ProblemsDim
HCC v28_ 402,ProblemsDim
HHS 226,ProblemsDim
Central Venous Catheter Bloodstream Infection,ProblemsDim
Dialysis System,ProblemsDim
Complications Of The Arteriovenous Fistula,ProblemsDim
Lung Transplan,ProblemsDim
Intestinal Transplant Status,ProblemsDim
Family History F Heart Disease,ProblemsDim
Follow-Up Visit In Case Of Preterm Premature Rupture Of Membranes (Pprom) Complicated Deliveries,ProblemsDim
Obstetric And Gynecological Encounters,ProblemsDim
Multiple Births,ProblemsDim
Cardiac Pacemaker In Situ,ProblemsDim
Oxygen_Dependent,ProblemsDim
Lower Extremity Amputation,ProblemsDim
Dietary Counseling,ProblemsDim
Exercise Counseling,ProblemsDim
Exercise Counselling,ProblemsDim
Physical Activity Counseling,ProblemsDim
Breast Examination,ProblemsDim
Mammogram Screening,ProblemsDim
HCC v24_ 176,ProblemsDim
HCC v24_ 135,ProblemsDim
HCC v24_ 138,ProblemsDim
HCC v28_ 329,ProblemsDim
HCC v28_ 328,ProblemsDim
HCC v24_ 137,ProblemsDim
HCC v28_ 327,ProblemsDim
HHS 188,ProblemsDim
HHS 184,ProblemsDim
HHS 203,ProblemsDim
HHS 205,ProblemsDim
HHS 204,ProblemsDim
HHS 207,ProblemsDim
"Pulmonary Embolism, Abortion",ProblemsDim
HHS 212,ProblemsDim
HHS 211,ProblemsDim
Pregnancy Complications,ProblemsDim
HHS 208,ProblemsDim
Body Mass Index (Bmi),ProblemsDim
Normal Bmi,ProblemsDim
Bmi/Overweight/Obesity,ProblemsDim
Physical Activity Counselling,ProblemsDim
Genetic Diseases,ProblemsDim
COVID19 Symptoms,ProblemsDim
Dietary Recommendations,ProblemsDim
Alcohol Counselling,ProblemsDim
Physical Restraint,ProblemsDim
Heart Damage,ProblemsDim
HHS 209,ProblemsDim
HHS 210,ProblemsDim
HHS 248,ProblemsDim
HHS 242,ProblemsDim
HHS 243,ProblemsDim
HHS 244,ProblemsDim
HHS 245,ProblemsDim
HHS 246,ProblemsDim
HHS 247,ProblemsDim
HHS 249,ProblemsDim
HCC v28_ 399,ProblemsDim
HCC v28_ 212,ProblemsDim
HHS 126,ProblemsDim
HHS 138,ProblemsDim
HHS 137,ProblemsDim
HHS 139,ProblemsDim
HHS 63,ProblemsDim
HHS 64,ProblemsDim
HHS 61,ProblemsDim
HHS 96,ProblemsDim
HCC v24_ 83,ProblemsDim
HCC v24_ 167,ProblemsDim
HCC v28_ 398,ProblemsDim
HCC v24_ 166,ProblemsDim
HCC v28_ 397,ProblemsDim
HHS 223,ProblemsDim
HHS 106,ProblemsDim
HHS 108,ProblemsDim
HCC v24_ 173,ProblemsDim
HCC v28_ 405,ProblemsDim
HHS 234,ProblemsDim
HCC v28_ 385,ProblemsDim
HHS 218,ProblemsDim
HCC v24_ 134,ProblemsDim
HCC v28_ 223,ProblemsDim
HHS 183,ProblemsDim
HCC v28_ 221,ProblemsDim
HHS 129,ProblemsDim
HCC v28_ 62,ProblemsDim
HHS 34,ProblemsDim
HHS 158,ProblemsDim
HCC v28_ 77,ProblemsDim
HHS 41,ProblemsDim
Reproductive Health Care,ProblemsDim
HCC v28_ 35,ProblemsDim
HHS 18,ProblemsDim
HHS 128,ProblemsDim
